Defect_ID,Project,Phase,Module,Severity,Priority,Status,Root_Cause,Operating_System,Created_Date,Closed_Date,Is_Closed,Resolution_Time,Defect_Age,Data_Quality_Flag
SCGCQ04015,D,BST,FW,Severity 1,Medium,In Progress,Code Integration,Ubuntu,27-04-2023,19-06-2023,1,53,858,0
SCGCQ00925,E,System Test,Application,Severity 3,Medium,Deferred,Driver,Pre-Boot,01-11-2023,24-12-2023,1,53,670,0
SCGCQ02541,C,Integration 1,Driver,Severity 1,High,In Progress,Change Request,RHEL,26-05-2023,,0,,829,0
SCGCQ02094,C,System Test,BIOS,Severity 2,High,Re-open,Change Request,RHEL,13-02-2023,17-02-2023,1,4,931,0
SCGCQ04629,A,Final Release,FW,Severity 4,Medium,Deferred,Product Request,Windows,29-07-2023,09-09-2023,1,42,765,0
SCGCQ04732,E,Final Release,FW,Severity 4,Low,Re-open,Change Request,SLES,16-11-2023,09-01-2024,1,54,655,0
SCGCQ04863,E,BST,Application,Severity 4,Low,Deferred,FW Integration,Pre-Boot,30-11-2023,21-01-2024,1,52,641,0
SCGCQ00580,D,System Test,Driver,Severity 4,High,Re-open,FW Integration,Pre-Boot,31-10-2023,25-12-2023,1,55,671,0
SCGCQ04467,A,Integration 1,FW,Severity 1,Low,,Change Request,SLES,12-03-2023,,0,,904,1
SCGCQ00691,D,System Test,Driver,Severity 4,High,Deferred,Product Request,Pre-Boot,05-03-2023,26-03-2023,1,21,911,0
SCGCQ00224,D,Integration 2,Application,Severity 1,High,Closed,Product Request,Ubuntu,23-06-2023,10-07-2023,1,17,801,0
SCGCQ02036,E,Integration 2,FW,Severity 4,Low,Closed,FW Integration,Windows,23-07-2023,22-08-2023,1,30,771,0
SCGCQ02905,A,BST,BIOS,Severity 2,Medium,Re-open,Product Request,Pre-Boot,12-09-2023,28-09-2023,1,16,720,0
SCGCQ00010,C,BST,Driver,Severity 3,Low,Closed,Product Request,RHEL,09-04-2023,02-06-2023,1,54,876,0
SCGCQ04034,D,BST,FW,Severity 1,Low,In Progress,Driver,SLES,24-06-2023,26-07-2023,1,32,800,0
SCGCQ01874,C,Integration 2,Server Specific,Severity 1,High,Open,FW Integration,Windows,06-11-2023,,0,,665,0
SCGCQ03621,A,Integration 2,Application,Severity 3,High,In Progress,Change Request,Linux,01-08-2023,14-08-2023,1,13,762,0
SCGCQ02494,B,Final Release,FW,Severity 2,Medium,Closed,Driver,Windows,04-02-2023,02-03-2023,1,26,940,0
SCGCQ02815,D,Final Release,Application,Severity 3,High,Closed,Change Request,SLES,17-01-2023,18-01-2023,1,1,958,0
SCGCQ03397,E,BST,Driver,Severity 4,Low,Open,Product Request,Ubuntu,02-06-2023,09-06-2023,1,7,822,0
SCGCQ01243,B,Final Release,Application,Severity 4,High,In Progress,Driver,SLES,20-05-2023,25-06-2023,1,36,835,0
SCGCQ01272,B,Integration 1,Application,Severity 1,Medium,Closed,OS-specific,Ubuntu,20-11-2023,26-11-2023,1,6,651,0
SCGCQ01251,B,System Test,FW,Severity 4,High,Re-open,Product Request,RHEL,04-03-2023,19-04-2023,1,46,912,0
SCGCQ04798,A,System Test,FW,Severity 1,High,Re-open,Product Request,Windows,30-04-2023,,0,,855,0
SCGCQ03267,B,BST,Application,Severity 2,Medium,Re-open,Product Request,RHEL,04-01-2023,05-02-2023,1,32,971,0
SCGCQ01369,E,Integration 2,Driver,Severity 3,High,Open,Driver,Pre-Boot,03-05-2023,08-06-2023,1,36,852,0
SCGCQ03760,D,System Test,BIOS,Severity 3,Low,In Progress,Driver,Windows,14-10-2023,,0,,688,0
SCGCQ03321,B,System Test,FW,Severity 2,Low,In Progress,Change Request,Pre-Boot,13-03-2023,,0,,903,0
SCGCQ01088,D,System Test,FW,Severity 1,High,Deferred,FW Integration,Ubuntu,28-10-2023,,0,,674,0
SCGCQ02394,D,Integration 1,Application,Severity 1,Low,Deferred,Product Request,Windows,22-02-2023,,0,,922,0
SCGCQ00211,E,System Test,Driver,Severity 4,Medium,Closed,Change Request,RHEL,23-07-2023,03-08-2023,1,11,771,0
SCGCQ02716,B,System Test,FW,Severity 2,Medium,Deferred,Change Request,RHEL,05-07-2023,23-07-2023,1,18,789,0
SCGCQ01040,A,Integration 2,Driver,Severity 3,High,Deferred,Product Request,Ubuntu,23-12-2023,29-01-2024,1,37,618,0
SCGCQ04968,B,Integration 1,Driver,Severity 4,High,Closed,Code Integration,Linux,01-02-2023,22-03-2023,1,49,943,0
SCGCQ04588,A,System Test,Application,Severity 4,High,Open,Code Integration,Ubuntu,16-03-2023,30-04-2023,1,45,900,0
SCGCQ00720,E,BST,Application,Severity 3,Low,Open,Product Request,SLES,07-09-2023,17-09-2023,1,10,725,0
SCGCQ00733,B,System Test,FW,Severity 1,High,Closed,Driver,SLES,02-09-2023,29-10-2023,1,57,730,0
SCGCQ02363,D,Integration 1,BIOS,Severity 4,Medium,Re-open,FW Integration,Linux,28-04-2023,08-06-2023,1,41,857,0
SCGCQ02444,E,BST,Driver,Severity 4,Medium,Open,FW Integration,Linux,29-10-2023,,0,,673,0
SCGCQ02811,D,Final Release,FW,Severity 1,Medium,Re-open,OS-specific,Ubuntu,30-05-2023,,0,,825,0
SCGCQ03607,D,Integration 2,Server Specific,Severity 2,Medium,Deferred,OS-specific,Ubuntu,29-11-2023,,0,,642,0
SCGCQ02545,D,Final Release,Application,Severity 1,Low,Open,Driver,SLES,02-09-2023,,0,,730,0
SCGCQ00060,A,Integration 2,FW,Severity 4,High,Deferred,FW Integration,Pre-Boot,08-09-2023,16-09-2023,1,8,724,0
SCGCQ01896,B,Integration 1,Application,Severity 3,Low,Deferred,Driver,Linux,23-12-2023,,0,,618,0
SCGCQ03162,A,Integration 2,Driver,Severity 4,Low,Closed,OS-specific,Ubuntu,25-08-2023,27-08-2023,1,2,738,0
SCGCQ03269,D,Integration 1,Application,Severity 1,Medium,In Progress,OS-specific,RHEL,05-07-2023,30-08-2023,1,56,789,0
SCGCQ04469,A,Integration 2,Application,Severity 4,Medium,Deferred,OS-specific,RHEL,23-11-2023,24-11-2023,1,1,648,0
SCGCQ02398,B,Final Release,FW,Severity 1,Medium,Open,Code Integration,Ubuntu,03-06-2023,29-06-2023,1,26,821,0
SCGCQ03840,B,Integration 1,FW,Severity 3,High,Re-open,Change Request,Pre-Boot,20-04-2023,,0,,865,0
SCGCQ03099,D,Integration 1,Application,Severity 2,Low,,Code Integration,Ubuntu,14-09-2023,,0,,718,1
SCGCQ03573,C,System Test,Driver,Severity 2,High,Re-open,Product Request,Pre-Boot,03-12-2023,,0,,638,0
SCGCQ04575,E,Final Release,BIOS,Severity 2,Medium,Deferred,Change Request,Ubuntu,21-06-2023,13-08-2023,1,53,803,0
SCGCQ02510,B,Integration 2,FW,Severity 2,Medium,Re-open,FW Integration,Ubuntu,10-01-2023,,0,,965,0
SCGCQ01913,E,Integration 1,FW,Severity 3,Low,In Progress,Change Request,RHEL,07-10-2023,05-11-2023,1,29,695,0
SCGCQ03293,B,BST,Application,Severity 4,Low,Re-open,Driver,RHEL,13-09-2023,22-09-2023,1,9,719,0
SCGCQ02454,D,BST,Driver,Severity 2,Medium,Re-open,FW Integration,SLES,23-06-2023,19-08-2023,1,57,801,0
SCGCQ00449,A,System Test,FW,Severity 3,Medium,Open,FW Integration,RHEL,06-01-2023,20-01-2023,1,14,969,0
SCGCQ01455,B,System Test,Driver,Severity 2,Low,Deferred,Product Request,Linux,08-11-2023,28-12-2023,1,50,663,0
SCGCQ01154,D,BST,Application,Severity 4,Medium,Open,OS-specific,SLES,30-05-2023,11-06-2023,1,12,825,0
SCGCQ00847,E,Integration 1,BIOS,Severity 3,Low,Re-open,OS-specific,SLES,04-09-2023,,0,,728,0
SCGCQ03220,B,Integration 1,Driver,Severity 1,Medium,Open,FW Integration,Linux,31-03-2023,19-05-2023,1,49,885,0
SCGCQ04942,B,Integration 1,FW,Severity 4,Low,In Progress,Change Request,Pre-Boot,01-04-2023,19-04-2023,1,18,884,0
SCGCQ01001,E,Final Release,Application,Severity 4,High,Open,Code Integration,RHEL,27-10-2023,17-11-2023,1,21,675,0
SCGCQ02542,C,BST,FW,Severity 4,High,Deferred,Product Request,RHEL,12-12-2023,01-01-2024,1,20,629,0
SCGCQ03913,A,BST,BIOS,Severity 1,Medium,In Progress,FW Integration,SLES,25-10-2023,09-12-2023,1,45,677,0
SCGCQ04898,D,System Test,Driver,Severity 4,Medium,In Progress,FW Integration,Windows,20-06-2023,,0,,804,0
SCGCQ01579,A,Integration 2,FW,Severity 3,Low,Deferred,Code Integration,Pre-Boot,13-09-2023,,0,,719,0
SCGCQ04057,C,Integration 2,Server Specific,Severity 4,High,Open,Driver,Pre-Boot,19-10-2023,23-11-2023,1,35,683,0
SCGCQ04867,B,Integration 1,Application,Severity 4,High,Closed,Product Request,SLES,17-04-2023,23-04-2023,1,6,868,0
SCGCQ03038,C,Integration 2,FW,Severity 1,Low,Closed,FW Integration,Windows,27-12-2023,24-02-2024,1,59,614,0
SCGCQ02310,C,System Test,Application,Severity 4,Low,Closed,Product Request,RHEL,21-04-2023,05-05-2023,1,14,864,0
SCGCQ00546,B,System Test,Driver,Severity 4,Medium,Open,Code Integration,Ubuntu,05-09-2023,21-09-2023,1,16,727,0
SCGCQ01918,E,Final Release,Application,Severity 3,Medium,Re-open,Change Request,Ubuntu,19-11-2023,02-12-2023,1,13,652,0
SCGCQ01068,D,System Test,Application,Severity 4,Medium,Open,Code Integration,SLES,15-07-2023,,0,,779,0
SCGCQ02069,A,Integration 1,FW,Severity 4,Medium,Open,Driver,Pre-Boot,27-05-2023,06-07-2023,1,40,828,0
SCGCQ02715,D,BST,FW,Severity 1,Low,Re-open,Code Integration,Ubuntu,19-07-2023,,0,,775,0
SCGCQ02755,E,BST,Application,Severity 1,Medium,Open,Change Request,Linux,15-08-2023,24-08-2023,1,9,748,0
SCGCQ01602,E,Final Release,Driver,Severity 2,High,Open,FW Integration,RHEL,08-06-2023,21-07-2023,1,43,816,0
SCGCQ00522,E,System Test,BIOS,Severity 1,Low,Closed,Change Request,Pre-Boot,26-04-2023,25-05-2023,1,29,859,0
SCGCQ01089,D,Integration 1,FW,Severity 2,Low,Re-open,Driver,RHEL,02-08-2023,19-09-2023,1,48,761,0
SCGCQ02686,C,Integration 2,FW,Severity 2,Medium,Re-open,OS-specific,Ubuntu,27-03-2023,08-05-2023,1,42,889,0
SCGCQ02948,C,Final Release,Application,Severity 4,Low,In Progress,Driver,Pre-Boot,14-06-2023,17-06-2023,1,3,810,0
SCGCQ00320,C,Integration 2,Driver,Severity 4,Low,Open,Product Request,RHEL,08-10-2023,13-11-2023,1,36,694,0
SCGCQ03432,E,Final Release,FW,Severity 2,Low,In Progress,OS-specific,Pre-Boot,17-04-2023,01-06-2023,1,45,868,0
SCGCQ02561,B,BST,Driver,Severity 4,High,Deferred,Product Request,Linux,26-12-2023,12-02-2024,1,48,615,0
SCGCQ01313,B,BST,Driver,Severity 3,Low,Closed,OS-specific,Linux,28-01-2023,09-02-2023,1,12,947,0
SCGCQ02416,C,Integration 2,Application,Severity 3,Low,Re-open,Change Request,Windows,13-05-2023,31-05-2023,1,18,842,0
SCGCQ01569,B,Integration 1,FW,Severity 3,High,Closed,Product Request,Pre-Boot,05-03-2023,03-04-2023,1,29,911,0
SCGCQ03974,D,Final Release,BIOS,Severity 1,High,Closed,Driver,Pre-Boot,13-01-2023,27-01-2023,1,14,962,0
SCGCQ01667,C,BST,Driver,Severity 3,High,Open,FW Integration,RHEL,12-02-2023,28-03-2023,1,44,932,0
SCGCQ03842,E,Integration 2,FW,Severity 1,High,Re-open,Driver,RHEL,31-08-2023,06-10-2023,1,36,732,0
SCGCQ01570,E,Final Release,Server Specific,Severity 3,High,Deferred,OS-specific,Ubuntu,10-06-2023,30-07-2023,1,50,814,0
SCGCQ00750,A,BST,Application,Severity 3,High,Re-open,Change Request,RHEL,09-09-2023,01-10-2023,1,22,723,0
SCGCQ00006,B,Integration 2,FW,Severity 4,Low,Deferred,OS-specific,Linux,29-10-2023,,0,,673,0
SCGCQ00971,E,Integration 1,Application,Severity 2,High,In Progress,FW Integration,SLES,21-05-2023,,0,,834,0
SCGCQ04786,A,Final Release,Driver,Severity 3,High,Open,FW Integration,RHEL,10-09-2023,,0,,722,0
SCGCQ04918,C,Final Release,Application,Severity 3,Medium,Open,Code Integration,Linux,29-09-2023,11-10-2023,1,12,703,0
SCGCQ02899,C,System Test,Application,Severity 2,High,In Progress,FW Integration,Pre-Boot,31-05-2023,25-06-2023,1,25,824,0
SCGCQ00230,C,Integration 1,FW,Severity 1,Low,Re-open,Product Request,Ubuntu,21-12-2023,16-01-2024,1,26,620,0
SCGCQ04286,A,Integration 2,FW,Severity 1,Medium,In Progress,Driver,Linux,27-09-2023,06-11-2023,1,40,705,0
SCGCQ01564,B,System Test,Application,Severity 2,Low,Closed,Code Integration,Pre-Boot,20-03-2023,26-04-2023,1,37,896,0
SCGCQ04255,A,Integration 2,Driver,Severity 1,Low,Open,Product Request,Ubuntu,30-06-2023,28-08-2023,1,59,794,0
SCGCQ03835,C,Final Release,BIOS,Severity 2,Low,Deferred,OS-specific,Windows,14-12-2023,23-12-2023,1,9,627,0
SCGCQ04128,D,System Test,FW,Severity 3,Medium,Re-open,Change Request,Windows,08-11-2023,23-12-2023,1,45,663,0
SCGCQ04984,E,BST,FW,Severity 3,High,In Progress,Product Request,SLES,08-01-2023,14-02-2023,1,37,967,0
SCGCQ02896,D,Integration 2,Application,Severity 4,High,Open,Driver,RHEL,13-07-2023,24-07-2023,1,11,781,0
SCGCQ01634,B,BST,Driver,Severity 3,Medium,Re-open,FW Integration,SLES,18-02-2023,29-03-2023,1,39,926,0
SCGCQ01246,C,Integration 1,FW,Severity 3,High,Re-open,Code Integration,Windows,16-04-2023,13-05-2023,1,27,869,0
SCGCQ02425,B,System Test,Driver,Severity 3,Low,Deferred,Change Request,Linux,14-09-2023,12-10-2023,1,28,718,0
SCGCQ02576,E,Integration 2,FW,Severity 4,Low,In Progress,Product Request,Windows,26-03-2023,18-05-2023,1,53,890,0
SCGCQ01221,D,Final Release,Application,Severity 3,Low,In Progress,Driver,RHEL,25-04-2023,30-04-2023,1,5,860,0
SCGCQ03348,C,BST,Driver,Severity 2,Low,In Progress,Code Integration,RHEL,28-02-2023,08-04-2023,1,39,916,0
SCGCQ00790,B,Final Release,FW,Severity 3,Medium,Re-open,Code Integration,Pre-Boot,30-11-2023,20-12-2023,1,20,641,0
SCGCQ03282,A,Final Release,Driver,Severity 1,High,In Progress,Driver,SLES,29-07-2023,21-09-2023,1,54,765,0
SCGCQ01279,B,Integration 1,FW,Severity 2,Low,Re-open,OS-specific,RHEL,18-05-2023,,0,,837,0
SCGCQ01443,D,Final Release,Application,Severity 1,Medium,Open,OS-specific,Ubuntu,11-09-2023,01-10-2023,1,20,721,0
SCGCQ01082,A,Integration 2,FW,Severity 1,Medium,,OS-specific,Pre-Boot,20-08-2023,,0,,743,1
SCGCQ02728,B,Integration 2,BIOS,Severity 1,Medium,Re-open,FW Integration,Windows,13-04-2023,,0,,872,0
SCGCQ00855,C,Integration 1,Driver,Severity 2,Low,Open,Driver,RHEL,06-07-2023,,0,,788,0
SCGCQ00418,C,System Test,FW,Severity 1,High,Re-open,Code Integration,Windows,16-08-2023,26-09-2023,1,41,747,0
SCGCQ02988,B,System Test,Server Specific,Severity 1,Low,Deferred,Driver,Linux,14-02-2023,30-03-2023,1,44,930,0
SCGCQ01593,B,BST,Application,Severity 1,Low,Closed,Change Request,RHEL,11-07-2023,01-09-2023,1,52,783,0
SCGCQ03042,E,Integration 2,FW,Severity 3,Medium,Deferred,Driver,SLES,24-10-2023,10-12-2023,1,47,678,0
SCGCQ03169,B,Integration 1,Application,Severity 3,Medium,Open,Change Request,SLES,18-09-2023,02-11-2023,1,45,714,0
SCGCQ04321,C,BST,Driver,Severity 1,Medium,Re-open,Driver,Pre-Boot,01-10-2023,,0,,701,0
SCGCQ04167,A,System Test,Application,Severity 3,High,Deferred,Code Integration,RHEL,30-04-2023,14-06-2023,1,45,855,0
SCGCQ03286,E,Final Release,Application,Severity 1,Medium,Deferred,Product Request,Windows,14-12-2023,02-01-2024,1,19,627,0
SCGCQ02335,E,Integration 1,FW,Severity 2,Low,Re-open,Driver,Windows,28-08-2023,,0,,735,0
SCGCQ02657,B,BST,FW,Severity 1,Low,Open,Code Integration,SLES,14-11-2023,08-01-2024,1,55,657,0
SCGCQ03117,B,Integration 2,Application,Severity 1,High,Open,OS-specific,Windows,18-01-2023,16-02-2023,1,29,957,0
SCGCQ00797,C,Integration 2,Driver,Severity 2,High,Re-open,OS-specific,Ubuntu,10-12-2023,16-01-2024,1,37,631,0
SCGCQ00397,B,Final Release,BIOS,Severity 2,High,Open,Change Request,Pre-Boot,15-10-2023,26-10-2023,1,11,687,0
SCGCQ00880,D,Final Release,FW,Severity 2,Medium,Re-open,Code Integration,Windows,17-12-2023,,0,,624,0
SCGCQ00235,E,Integration 1,FW,Severity 1,High,Open,Change Request,SLES,30-01-2023,17-03-2023,1,46,945,0
SCGCQ01603,C,BST,Application,Severity 3,High,Re-open,OS-specific,Ubuntu,13-09-2023,16-10-2023,1,33,719,0
SCGCQ00527,D,BST,Driver,Severity 3,Medium,Open,FW Integration,SLES,11-05-2023,,0,,844,0
SCGCQ03636,D,BST,FW,Severity 3,High,Open,Code Integration,Pre-Boot,02-08-2023,,0,,761,0
SCGCQ03410,D,Integration 1,Driver,Severity 3,Medium,In Progress,FW Integration,RHEL,01-03-2023,22-03-2023,1,21,915,0
SCGCQ04392,E,Integration 1,Application,Severity 1,Medium,Deferred,FW Integration,SLES,13-09-2023,15-09-2023,1,2,719,0
SCGCQ02579,C,Integration 2,FW,Severity 2,High,Deferred,Change Request,Ubuntu,18-08-2023,,0,,745,0
SCGCQ01516,D,BST,BIOS,Severity 2,Medium,,Change Request,Windows,08-08-2023,,0,,755,1
SCGCQ03972,A,Final Release,Driver,Severity 3,High,Open,OS-specific,Ubuntu,29-09-2023,26-10-2023,1,27,703,0
SCGCQ00751,A,Integration 2,FW,Severity 4,Medium,Re-open,Product Request,Ubuntu,29-09-2023,26-11-2023,1,58,703,0
SCGCQ02508,E,System Test,Server Specific,Severity 4,Low,,Product Request,Windows,18-03-2023,,0,,898,1
SCGCQ01257,A,Integration 1,Application,Severity 1,Medium,,Code Integration,Windows,13-07-2023,,0,,781,1
SCGCQ03338,D,System Test,FW,Severity 4,Medium,,FW Integration,Pre-Boot,24-02-2023,,0,,920,1
SCGCQ03215,B,Integration 2,Application,Severity 1,High,,Product Request,Linux,21-12-2023,,0,,620,1
SCGCQ02989,A,BST,Driver,Severity 3,Low,Deferred,Change Request,Pre-Boot,31-10-2023,26-12-2023,1,56,671,0
SCGCQ03271,E,Integration 2,Application,Severity 1,High,In Progress,FW Integration,Ubuntu,12-01-2023,,0,,963,0
SCGCQ03910,D,System Test,Application,Severity 1,Medium,Re-open,OS-specific,Windows,23-08-2023,10-09-2023,1,18,740,0
SCGCQ02337,E,Integration 1,FW,Severity 3,Low,Closed,FW Integration,Ubuntu,18-01-2023,19-02-2023,1,32,957,0
SCGCQ02522,E,System Test,FW,Severity 4,High,Re-open,OS-specific,Pre-Boot,18-10-2023,15-11-2023,1,28,684,0
SCGCQ01642,C,System Test,Application,Severity 4,Medium,Open,FW Integration,Ubuntu,16-08-2023,19-09-2023,1,34,747,0
SCGCQ02991,E,Final Release,Driver,Severity 3,High,Closed,Change Request,SLES,19-01-2023,08-02-2023,1,20,956,0
SCGCQ00561,B,BST,BIOS,Severity 3,Low,Deferred,Change Request,Pre-Boot,22-10-2023,28-10-2023,1,6,680,0
SCGCQ01870,B,BST,FW,Severity 1,Low,Open,FW Integration,Ubuntu,19-07-2023,09-09-2023,1,52,775,0
SCGCQ01829,E,System Test,FW,Severity 2,High,Re-open,Product Request,Ubuntu,02-08-2023,28-09-2023,1,57,761,0
SCGCQ02943,C,Integration 2,Application,Severity 3,Low,Closed,Product Request,Windows,22-01-2023,04-02-2023,1,13,953,0
SCGCQ02724,E,Final Release,Driver,Severity 4,Medium,Re-open,FW Integration,Windows,27-08-2023,17-09-2023,1,21,736,0
SCGCQ01063,A,BST,FW,Severity 3,High,Open,Code Integration,RHEL,01-07-2023,29-07-2023,1,28,793,0
SCGCQ03407,D,Final Release,Driver,Severity 4,Medium,Open,Change Request,Linux,20-06-2023,30-06-2023,1,10,804,0
SCGCQ04843,E,Final Release,Application,Severity 3,High,Re-open,OS-specific,RHEL,07-12-2023,29-12-2023,1,22,634,0
SCGCQ02671,E,Integration 2,Application,Severity 1,Medium,Closed,Product Request,Pre-Boot,02-07-2023,12-08-2023,1,41,792,0
SCGCQ03297,B,Integration 2,Driver,Severity 4,Low,Re-open,Code Integration,SLES,07-01-2023,,0,,968,0
SCGCQ03153,D,BST,FW,Severity 1,High,Closed,FW Integration,Windows,07-08-2023,09-09-2023,1,33,756,0
SCGCQ02700,D,BST,Application,Severity 4,Low,Re-open,Change Request,Pre-Boot,10-11-2023,28-11-2023,1,18,661,0
SCGCQ01354,B,Integration 1,Driver,Severity 2,High,Closed,Code Integration,Pre-Boot,31-10-2023,03-12-2023,1,33,671,0
SCGCQ03431,C,Final Release,Driver,Severity 1,High,Closed,FW Integration,RHEL,15-02-2023,01-03-2023,1,14,929,0
SCGCQ03769,B,Integration 2,Application,Severity 3,Medium,Open,Product Request,Windows,27-04-2023,,0,,858,0
SCGCQ03595,A,BST,Application,Severity 1,High,Closed,FW Integration,Pre-Boot,14-01-2023,26-02-2023,1,43,961,0
SCGCQ03728,C,Integration 1,BIOS,Severity 3,Low,Open,Product Request,Ubuntu,23-11-2023,03-01-2024,1,41,648,0
SCGCQ03043,E,Integration 2,Driver,Severity 1,Medium,Open,Product Request,RHEL,19-11-2023,26-12-2023,1,37,652,0
SCGCQ01446,B,Integration 1,Application,Severity 1,High,Re-open,Driver,Ubuntu,22-06-2023,14-07-2023,1,22,802,0
SCGCQ02549,C,Integration 1,FW,Severity 1,High,Open,OS-specific,Linux,19-02-2023,,0,,925,0
SCGCQ04363,A,Integration 1,BIOS,Severity 3,High,Closed,OS-specific,Linux,22-09-2023,18-10-2023,1,26,710,0
SCGCQ04490,B,Final Release,Driver,Severity 4,Low,Closed,Driver,Linux,28-05-2023,21-07-2023,1,54,827,0
SCGCQ02680,E,Integration 1,FW,Severity 4,Low,Closed,Change Request,Linux,02-05-2023,09-06-2023,1,38,853,0
SCGCQ03739,C,BST,Server Specific,Severity 2,High,Re-open,Change Request,Ubuntu,21-11-2023,27-11-2023,1,6,650,0
SCGCQ01076,A,Integration 1,Application,Severity 3,Medium,Deferred,Product Request,Ubuntu,16-08-2023,21-08-2023,1,5,747,0
SCGCQ04317,D,System Test,FW,Severity 4,Medium,Closed,OS-specific,Pre-Boot,06-04-2023,28-04-2023,1,22,879,0
SCGCQ00322,B,BST,Application,Severity 3,Medium,Deferred,FW Integration,RHEL,12-10-2023,25-11-2023,1,44,690,0
SCGCQ02393,B,Integration 1,Driver,Severity 4,Low,Open,Code Integration,SLES,14-03-2023,,0,,902,0
SCGCQ00791,E,Integration 2,Application,Severity 4,Low,In Progress,OS-specific,Windows,01-07-2023,17-07-2023,1,16,793,0
SCGCQ00013,B,Integration 2,Application,Severity 4,Low,Open,Change Request,Linux,09-08-2023,31-08-2023,1,22,754,0
SCGCQ00003,C,System Test,FW,Severity 2,High,Re-open,Driver,RHEL,05-07-2023,09-08-2023,1,35,789,0
SCGCQ03590,C,BST,FW,Severity 2,Medium,Open,Change Request,Pre-Boot,15-05-2023,04-07-2023,1,50,840,0
SCGCQ01323,E,System Test,Application,Severity 4,Medium,Deferred,Code Integration,Pre-Boot,21-06-2023,17-07-2023,1,26,803,0
SCGCQ04718,B,Final Release,Driver,Severity 2,Medium,In Progress,Product Request,Windows,15-05-2023,19-06-2023,1,35,840,0
SCGCQ04505,C,Integration 1,BIOS,Severity 3,Medium,In Progress,Change Request,Windows,02-11-2023,28-11-2023,1,26,669,0
SCGCQ04436,C,Final Release,FW,Severity 1,Low,Deferred,Driver,Pre-Boot,17-11-2023,29-11-2023,1,12,654,0
SCGCQ01291,B,Integration 1,FW,Severity 4,Low,,Product Request,SLES,13-09-2023,,0,,719,1
SCGCQ02512,A,Integration 1,Application,Severity 2,Low,In Progress,Change Request,Linux,26-01-2023,27-03-2023,1,60,949,0
SCGCQ02761,E,Integration 2,Driver,Severity 2,Low,Open,Change Request,Windows,02-01-2023,13-02-2023,1,42,973,0
SCGCQ00544,D,Final Release,FW,Severity 2,High,Deferred,FW Integration,SLES,15-12-2023,,0,,626,0
SCGCQ03053,B,Final Release,Driver,Severity 3,High,Open,Code Integration,Ubuntu,06-02-2023,20-03-2023,1,42,938,0
SCGCQ01320,A,BST,Application,Severity 3,High,In Progress,Change Request,SLES,17-07-2023,22-07-2023,1,5,777,0
SCGCQ02819,B,Integration 1,Driver,Severity 3,Low,In Progress,Code Integration,Windows,16-02-2023,20-03-2023,1,32,928,0
SCGCQ01997,B,BST,Driver,Severity 2,Low,Open,Change Request,RHEL,05-04-2023,,0,,880,0
SCGCQ04616,D,Integration 2,Driver,Severity 2,High,In Progress,FW Integration,Linux,02-06-2023,03-06-2023,1,1,822,0
SCGCQ02407,B,Integration 2,Application,Severity 1,Low,Deferred,FW Integration,Linux,22-12-2023,28-01-2024,1,37,619,0
SCGCQ02961,A,Integration 2,BIOS,Severity 3,High,In Progress,Product Request,Pre-Boot,08-08-2023,,0,,755,0
SCGCQ02074,E,Final Release,Driver,Severity 3,Medium,Open,Driver,Pre-Boot,17-06-2023,20-07-2023,1,33,807,0
SCGCQ04447,D,Final Release,Driver,Severity 3,Low,Open,Change Request,Ubuntu,03-11-2023,22-11-2023,1,19,668,0
SCGCQ04508,A,System Test,Application,Severity 3,High,Re-open,Driver,SLES,28-04-2023,,0,,857,0
SCGCQ04277,B,Final Release,Application,Severity 1,Medium,Re-open,OS-specific,RHEL,26-08-2023,,0,,737,0
SCGCQ01630,E,BST,FW,Severity 4,High,Re-open,OS-specific,RHEL,27-04-2023,08-06-2023,1,42,858,0
SCGCQ04196,E,System Test,BIOS,Severity 1,High,Open,Product Request,SLES,27-08-2023,,0,,736,0
SCGCQ01420,D,Integration 2,Driver,Severity 2,High,Re-open,Change Request,RHEL,22-04-2023,01-06-2023,1,40,863,0
SCGCQ01153,E,Integration 1,FW,Severity 3,High,Deferred,Product Request,Windows,31-05-2023,19-06-2023,1,19,824,0
SCGCQ01871,C,Final Release,Server Specific,Severity 4,Low,Re-open,OS-specific,RHEL,26-08-2023,30-08-2023,1,4,737,0
SCGCQ02567,A,BST,Application,Severity 1,Low,Open,Driver,RHEL,22-10-2023,06-12-2023,1,45,680,0
SCGCQ00412,B,Integration 1,FW,Severity 1,High,Closed,OS-specific,Linux,06-03-2023,13-04-2023,1,38,910,0
SCGCQ02972,C,Integration 1,Application,Severity 4,Low,In Progress,Product Request,Linux,09-06-2023,01-08-2023,1,53,815,0
SCGCQ03174,D,Final Release,Driver,Severity 4,Medium,Deferred,FW Integration,SLES,03-07-2023,13-07-2023,1,10,791,0
SCGCQ01111,A,System Test,Application,Severity 4,Medium,Open,Code Integration,Windows,02-03-2023,27-03-2023,1,25,914,0
SCGCQ03597,A,Integration 1,Application,Severity 3,High,Closed,OS-specific,SLES,20-11-2023,24-12-2023,1,34,651,0
SCGCQ00057,B,System Test,FW,Severity 3,Low,Closed,FW Integration,Windows,23-03-2023,07-04-2023,1,15,893,0
SCGCQ00193,E,BST,FW,Severity 1,Medium,Deferred,OS-specific,SLES,07-12-2023,19-01-2024,1,43,634,0
